"","actual","mean","mcse","sd","2.5%","10%","25%","50%","75%","90%","97.5%","n_eff","Rhat"
"(Intercept)_1",-2.30258509299405,-2.32979894397984,0.000412622808259733,0.0202245160805122,-2.36984458956558,-2.35573929214715,-2.34343418492744,-2.32966094366404,-2.31588947746061,-2.30378338584721,-2.29168057164733,2402,1.00049442586151
"weibull-shape_1",1.5,1.50891532634178,0.000278272065462431,0.013928956894203,1.48246736925309,1.49122831171892,1.49933120606505,1.50882894767014,1.51865914925559,1.5266584328525,1.53542599437791,2506,1.00089445241145
"(Intercept)_2",-1.6094379124341,-1.58290630131436,0.000268840297147743,0.0137978277012177,-1.6093203625523,-1.6004902320815,-1.59228288234949,-1.58316795703664,-1.57356709396315,-1.56529768874779,-1.55554779727208,2634,1.00056353015156
"weibull-shape_2",1,0.995959603817972,0.000169596592411071,0.00875192187069671,0.97917767065792,0.984911194933561,0.990154953009262,0.995887513051152,1.00185555841723,1.00722440700683,1.01284105951732,2663,0.999545366393258
"(Intercept)_3",-1.20397280432594,-1.21405233333623,0.000337591657087592,0.0188834544985521,-1.25011822261765,-1.23843321706618,-1.22723833344192,-1.21400223420665,-1.20094842641375,-1.18961864106846,-1.17721314616182,3129,0.999731826291545
"weibull-shape_3",2,2.01240211346651,0.000357706824586793,0.0201834922609642,1.97262466845121,1.98652836648118,1.99884546642572,2.01225531396226,2.02625403285636,2.03802263482018,2.05212982183808,3184,0.999706886289313
